conference_id,conference_name,publication_id,publication_title,publication_date,doi
4090,test,7383,Уравление угловой ориентацией больших космических конструкций с активной компенсацией упругих колебаний,2019-01-01,
4090,test,7382,Обеспечение заданного уровня богатства входного сигнала адаптвной системы с моделью,2019-01-01,
4090,test,7377,Теория бизнес-процессов: состояние, проблемы, перспективы,2019-01-01,
3413,test,7372,Adaptation of the DFD-technology in the Modeling of Business Processes in the Environment of RDS,2019-01-01,
3414,test,7371,Scheduling of maintenance of locomotives in the depot,2019-01-01,
3415,test,7370,Algorithms of the organization of locomotive’s maintenance.,2019-01-01,
4090,test,7369,Исследование возможности решения задачи астрономической навигации методами глубокого обучения,2019-01-01,
3416,test,7365,INNOVATION AND KNOWLEDGE MANAGEMENT IN PRECISION FARMING,2019-01-01,
2497,test,7364,Особенности технологии обеспечения устойчивости пользовательского интерфейса при переносе программного обеспечения,2019-01-01,
4090,test,7362,Новый подход в расчете эффективности работы робота-манипулятора сборочного процесса с использованием речевого интерфейса,2019-01-01,
4090,test,7356,Решение задачи минимизации времени выполнения заказа для конвейера  с отношеними предшествования заданными набором рекурсивных функций,2019-01-01,
2499,test,7348,Алгоритм управления летательным аппаратом при выполнении аэрогеофизической съемки,2019-01-01,
4090,test,7344,Многослойные ферромагнитные наноструктуры для устройств магнитной спинтроники,2019-01-01,
2036,test,7339,Автоматизированная система оперативного планирования групповых действий беспилотников при заданном графике обслуживания мобильных наземных объектов,2019-01-01,
4090,test,7338,Закат кремниевых технологий  и квантовая революция  в вычислительной технике.,2019-01-01,
2037,test,7337,Обзор условий регулярности для задач оптимального управления с фазовыми ограничениями,2019-01-01,
3417,test,7336,On global inverse function theorem,2019-01-01,
4090,test,7332,Модель основного распределения намагниченности в  магнитном нанодиске,2019-01-01,
4090,test,7331,Подходы к фильтрации оптического потока особых точек изображения,2019-01-01,10.25728/vspu.2019.0274
4090,test,7329,Построение Функционально- воксельной модели рельефа методом билинейной интерполяции триангулированной сетки,2019-01-01,
4090,test,7328,Разработка алгоритмов и моделей аддитивной технологии на основе функционально-воксельного метода,2019-01-01,
4090,test,7317,Синтез дискретных H∞ регуляторов многомерных систем по инженерным критериям качества.,2019-01-01,
4090,test,7327,Исследование метода функционально-воксельного моделирования на основе средств потенциальных полей к задачам поиска пути,2019-01-01,
4090,test,7326,Перспективные тенденции в построении универсальных измерителей параметров объектов с многоэлементной схемой замещения,2019-01-01,
3418,test,7323,On estimation of Weibull-tail and log-Weibull-tail distributions for modeling end-to-end delay,2019-01-01,
3418,test,7319,Распределенная система сбора данных для задачи анализа компонентного состава природного газа,2019-01-01,
3418,test,7315,Вопросы безопасности SDN в центре обработки данных,2019-01-01,
3418,test,7314,Анализ архитектур файловых систем для распределённых хранилищ,2019-01-01,
3418,test,7313,Модель надёжности распределённой коммуникационной сети метеостанций минимальной конфигурации,2019-01-01,
3418,test,7312,Расчёт характеристик надёжности лётного модуля привязной мультироторной беспилотной высотной платформы на основе гексакоптера,2019-01-01,
2429,test,7310,Кластеризация случайных графов по экстремальному индексу характеристик влиятельности узлов,2019-01-01,
2040,test,7308,Субоптимальные решения разреженных задач,2019-01-01,
3418,test,7307,Random graph node classification by extremal index of PageRank,2019-01-01,
3418,test,7306,Performance evaluation of the broadband wireless networks with centralized control by means of the stochastic polling systems,2019-01-01,
3418,test,7305,Оценка межконцевых задержек в многошаговой беспроводной сети IEEE 802.11 DCF с помощью многофазной модели массового обслуживания и полумарковского случайного процесса,2019-01-01,
3418,test,7304,Конструкция и требования к кабель-тросу для питания беспилотной привязной телекоммуникационной платформы,2019-01-01,
3418,test,7303,Ненадежная система массового обслуживания с динамическим подключением резервного прибора,2019-01-01,
3418,test,7302,Математические модели задачи размещения базовых станций для контроля линейной территории,2019-01-01,
2429,test,7301,Расчет оптимального управления космическими кораблями.,2019-01-01,
4090,test,7298,Контекстно-зависимые меры центральности,2019-01-01,
2429,test,7296,РАСШИРЕНИЕ КОММУТАЦИОННЫХ ВОЗМОЖНОСТЕЙ СИСТЕМНОЙ СЕТИ «АНГАРА»,2019-01-01,
2429,test,7292,Повышение эффективности использования взлетно-посадочных полос аэропортов,2019-01-01,
2429,test,7291,Техника линейных матричных неравенств в задачах управления,2019-01-01,
3722,test,7290,Алгоритм составления расписания полета группы воздушных судов для реализации оптимального плана посадки,2019-01-01,
3722,test,7289,Бортовая система поддержки децентрализованного управления воздушным движением,2019-01-01,
4090,test,7288,Алгоритм обеспечения требований продольного эшелонирования в условиях сложного рельефа местности,2019-01-01,
2429,test,7286,Алгоритмы предотвращения конфликтов при децентрализованном управлении воздушным движением в условиях сложного рельефа местности,2019-01-01,
3722,test,7259,Модели управления запасами в иерархической системе складов,2019-01-01,
3722,test,7285,Выделение ключевых взаимодействий белок-ДНК методами классификации и оптимальной группировки взаимосвязанных упорядоченных объектов,2016-01-01,
2429,test,7283,Цифровизация как ресурс высвобождения времени и сил ППС: возможные решения,2019-01-01,
2043,test,7281,Higher Order Necessary Extremum Conditions for Abnormal Problems and Their Applications,2019-01-01,
3722,test,7280,Модели пространственного развития производственно-транспортных систем с учетом фактора рыночного ценообразования,2019-01-01,
3722,test,7166,Алгоритм применения кластерного анализа для формирования портфеля ценных бумаг,2019-01-01,
3722,test,7279,Оптимизация развития крупномасштабных систем с учетом рыночного ценообразования,2019-01-01,
3722,test,7278,Выгодно ли России соглашение ОПЕК+? Анализ и моделирование глобального рынка нефти.,2019-01-01,
4090,test,7277,Алгоритм генерации двумерных траекторий с заданными кинематическими характеристиками для формирования синтетических наборов данных,2019-01-01,10.25728/vspu.2019.0934
2429,test,7276,Модель развития производственно-транспортных систем с учетом рыночного ценообразования,2019-01-01,
3722,test,7271,Graph-Invariant Representation of Region State Control,2018-01-01,10.1109/MLSD.2018.8551821
3419,test,7270,Hadamards Global Homeomorphism Theorem under Relaxed Smoothness Conditions,2019-01-01,
4090,test,7269,Задачи оптимального управления линейными системами дробного порядка с сосредоточенными параметрами.,2019-01-01,
2044,test,7268,Решение задачи подвижного управления для систем дробного порядка,2019-01-01,
3722,test,7266,МЕТОДЫ РАЗРАБОТКИ БЕЗОПАСНОГО ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ СЛОЖНЫХ ИНФОРМАЦИОННО-УПРАВЛЯЮЩИХ СИСТЕМ,2019-01-01,
2362,test,7251,Нейросетевой метод обнаружения и распознавания подвижных объектов в задачах траекторного слежения по данным камер видеонаблюдения,2019-01-01,
3722,test,7263,К вопросу о перспективах современных технологий для создания новых средств мониторинга,2019-01-01,
3722,test,7261,Технологические аспекты разработки каузальных мнемосхем для систем   мониторинга и управления сложными динамическими объектами.,2019-01-01,
3722,test,7260,Модели и методы выбора оборудования для модернизации предприятий,2019-01-01,
3722,test,7258,Исследование условий применимости упреждающей критериальной адаптации для систем мониторинга и управления сложными динамическими объектами.,2019-01-01,
3722,test,7257,Прикладная информативность характеристик пульсового сигнала лучевой артерии для задач медицинской диагностики.,2019-01-01,
3722,test,7256,Влияние самонагрева первичных преобразователей на погрешность измерений,2019-01-01,
3722,test,7255,Повышение точности измерений медико-биологических сигналов,2019-01-01,
3722,test,7253,Об универсальном алгоритмическом пространстве цифровой трансформации крупномасштабных систем,2019-01-01,
3703,test,7252,The Neural Network Method for Detection and Recognition of Moving Objects in Trajectory Tracking Tasks according to the Video Stream,2019-01-01,10.23919/ICINS.2019.8769340
3418,test,7248,Система обратной связи для удаленного источника питания с преобразованием напряжение-частота и оптоволоконной линией передачи,2019-01-01,
3612,test,7247,Intelligent System of Environment Monitoring on the Basis of a Set of IOT-Sensors,2019-01-01,10.1109/SIBCON.2019.8729628
3612,test,7246,Application of digital watermarks in the problem of operating signal hidden transfer in multi-agent robotic system,2019-01-01,10.1109/SIBCON.2019.8729669
3650,test,7245,Research of the estimated emotional components for the content analysis,2019-01-01,10.1088/1742-6596/1203/1/012065
3722,test,7244,Диагностика противоречивых ограничений модели оптимального планирования производства,2019-01-01,
2755,test,6978,Algorithms of energy recovery at the automatic gas station,2019-01-01,10.1088/1742-6596/1333/4/042022
3722,test,7243,Повышение энергоэффективности при работке и РЕАЛИЗАЦИИ программ долгосрочного развития и повышение операционной энергоэффективности предприятий нефтепереработки и нефтехимии,2019-01-01,
4090,test,7241,Преобразование формата данных VRML посредством применения методологии смысла,2019-01-01,
3722,test,7240,К ВОПРОСУ ОБ ОТРАСЛЕВОЙ СТРУКТУРЕ ИНВЕСТИЦИЙ В РЕГИОНАХ,2019-01-01,
4090,test,7239,Оценка доступности цифровой системы управления в задаче кибербезопасности,2019-01-01,
4090,test,7238,Системная интеграция гетерогенных робототехнических систем управления,2019-01-01,
3722,test,7236,Формирование навыков социального самоуправления для обеспечения гармоничного устойчивого развития территории,2019-01-01,
3722,test,7233,ПРУДЕНЦИАЛЬНОЕ РЕГУЛИРОВАНИЕ ИНФОРМАЦИОННЫХ И КОММУНИКАЦИОННЫХ ПРАВООТНОШЕНИЙ КАК МЕТОД ОПТИМИЗАЦИИ НАЛОГОВОГО АДМИНИСТРИРОВАНИЯ,2019-01-01,
3722,test,7232,Управление группой беспилотных летательных аппаратов с помощью многозначной логики,2019-01-01,
3722,test,7231,Мониторинг качества электроэнергии в конфликтных ситуациях,2019-01-01,
3722,test,7230,Методы оценки степени соответствия подразделений сложной сети показателям корпоративной политики информационной безопасности,2019-01-01,
3722,test,6961,Monitoring Power Quality in Conflict Situations,2019-01-01,10.1109/MLSD.2019.8911047
3643,test,7224,Sensor Fault Estimation for Discrete-Time Systems in Presence of Correlated Noise with Anisotropy-Based Quality Criterion,2019-01-01,10.1109/ICSTCC.2019.8885872
3643,test,7223,Non-Iterative Solution to Robust Anisotropy-Based Analysis and Control Problems for Uncertain Descriptor Systems,2019-01-01,10.1109/ICSTCC.2019.8885575
3722,test,7222,ПРИНЦИП СОДЕРЖАТЕЛЬНО-ФОРМАЛЬНОГО УПРАВЛЕНИЯ КРУПНОМАСШТАБНЫМИ СИСТЕМАМИ,2019-01-01,10.25728/mlsd.2019.1.1007
3722,test,7221,ОНТОЛОГИЗАЦИЯ КАК СОВРЕМЕННЫЙ ЭТАП КОНЦЕПТУАЛИЗАЦИИ В УПРАВЛЕНИИ КРУПНОМАСШТАБНЫМИ СИСТЕМАМИ,2019-01-01,10.25728/mlsd.2019.1.0947 	
4090,test,7220,Идентификация объекта с интегратором в замкнутой системе управления,2019-01-01,
3649,test,7219,Discrete-Time Control Based on Pole Placement by Engineering Performance Indices for SISO systems,2019-01-01,10.1109/MED.2019.8798567
3653,test,7218,A Decomposition Algorithm for Attitude Control of the Remotely Operated Vehicle at Large Pitch and Roll Angles,2019-01-01,10.23919/ECC.2019.8795751
4090,test,7217,Синтез H∞ регуляторов одномерных следящих систем по инженерным критериям качества,2019-01-01,
3722,test,7159,РАЗМЕЩЕНИЕ БАЗОВЫХ СТАНЦИЙ ШИРОКОПОЛОСНОЙ БЕСПРОВОДНОЙ СЕТИ СВЯЗИ ДЛЯ ОБСЛУЖИВАНИЯ ЗАДАННОГО МНОЖЕСТВА РАССРЕДОТОЧЕННЫХ ОБЪЕКТОВ,2019-01-01,
3708,test,7206,Application of IoT technologies for automation of management in agriculture,2019-01-01,10.1088/1755-1315/315/3/032032
3722,test,7205,Управление при сборке на орбите большой космической конструкции с использованием космического робота,2019-01-01,
2429,test,7203,Мониторинг Сельскохозяйственных Объектов С Применением Беспилотных Летательных Аппаратов И Технолгий Искусственного Интеллекта,2019-01-01,
3425,test,7201,Intelligent mobile object monitoring by unmanned aerial vehicles,2019-01-01,10.1109/EUROCON.2019.8861575
3406,test,7200,How a Multilingual Remote Teaching System Can Take into Account the Specifics of National Education,2019-01-01,https://doi.org/10.2991/essd-19.2019.51
3722,test,7197,О применении конструкции связки групп подстановок для обеспечения киберустойчивости информационно-управляющих систем,2019-01-01,
4090,test,7196,Динамическая модель взаимодействий MIMO-агентов в социальной сети,2019-01-01,
3722,test,7195,Конвергентные принципы целостной сборки стратегических субъектов с применением ситуационных центров развития и когнитивного искусственного интеллекта,2019-01-01,
3722,test,7194,Система распределенных ситуационных центров развития как инструмент государственного стратегического целеполагания в цифровой экономике,2019-01-01,
3426,test,7193,Tracking Problem for Linear Control Systems: The Invariant Ellipsoid Approach,2019-01-01,
3414,test,7190,Task assignment in assembly lines with physical and cognitive ergonomic constraints,2018-01-01,
3714,test,7160,Extending Functionality of Early Fault Diagnostic System for Online Security Assessment of Nuclear Power Plant,2019-01-01,10.1109/RUSAUTOCON.2019.8867790
4090,test,7189,Экспериментально-аналитическая методика прогнозирования расходных характеристик системы дозирования клеевых составов,2019-01-01,
4090,test,7188,Возможные диапазоны струйного расходомера,2019-01-01,
2132,test,7187,Метод выбора GNSS спутников на основе SOCP,2018-01-01,
3722,test,7186,Управление наземным транспортом с помощью автономного радиолокационного позиционирования,2019-01-01,
3722,test,7184,О подходах к выявлению каналов распространения информации в онлайновых социальных сетях,2019-01-01,
3722,test,7181,Алгебраические методы порождающего проектирования крупномасштабных технических систем,2019-01-01,
3722,test,7180,Методический подход и модели реализации вейвлет-анализа при диагностике состояния интегрированных систем и комплексов связи,2019-01-01,
3722,test,7179,Обнаружение отделяемых частей ракет-носителей с помощью группы беспилотных летательных аппаратов,2019-01-01,
2047,test,7176,Профиль подготовки магистров "Инженерная геометрия и компьютерная графика МГТУ "СТАНКИН",2019-01-01,
2724,test,7172,Сильный искусственный интеллект (СИИ)  для стратегического управления,2019-01-01,
3427,test,7171,Systems of convex inequalities in functional spaces,2019-01-01,
3427,test,7170,Solvability of Systems of Convex Inequalities in Banach Spaces,2019-01-01,
3722,test,7169,Показатель Херста как мера фрактальности курсовой стоимости акций в управлении инвестиционными системами,2019-01-01,
3722,test,7168,Использование кластерного анализа для формирования портфеля ценных бумаг в инвестиционных системах (робоэдвайзерах),2019-01-01,
3722,test,7167,Применение коэффициента Херста для оценки показателей риска прогнозирования курсов акций в управлении инвестиционными системами,2019-01-01,
3714,test,7164,Wavelet Analysis and Predicting Model Stability,2019-01-01,10.1109/RUSAUTOCON.2019.8867623
3714,test,7163,Coherence Criterion for Security Architecture of Digital Control System,2019-01-01,10.1109/RUSAUTOCON.2019.8867615
3429,test,7162,Wavelet Analysis based Stability Conditions of a Prediction Model,2019-01-01,10.5220/0007923207070714
3714,test,7161,Safety Function of Soft- and Hardware Complex within Aspect of NPP Safety Important Systems,2019-01-01,10.1109/RUSAUTOCON.2019.8867654
3722,test,7154,Методы эффективного управления социально-экономическим развитием Арктических территорий,2019-01-01,
3722,test,7153,Кластеризация цифровых платформ для управления экономикой страны,2019-01-01,
2429,test,7152,Моделирование социокиберфизической системы определения негативного воздействия на пользователя виртуальной среды,2019-01-01,
3722,test,7151,Влияние реформирования науки на формирование региональных цифровых платформ информационных научных ресурсов,2019-01-01,
4090,test,7149,Визуализация файлов VRML в системе САГП,2019-01-01,
3722,test,7148,Эффективное управление региональными проектами: распределение ресурсов и директивное планирование,2019-01-01,
3722,test,7147,Основные факторы безопасности при сценарном исследовании региональных систем,2019-01-01,
3722,test,7146,Размещение реплик массива данных в ненадежных распределенных системах, оптимальное по критерию минимума времени доступа к данным,2019-01-01,
2474,test,7144,Асинхронная многоагентная система с пороговым поведением,2019-01-01,
2429,test,7143,Использование технологии гиперспектральной съемки в аэро- и космических системах для экологического мониторинга,2019-01-01,
4090,test,7142,Адаптивные технологии аутентификации в UEBA-системах,2019-01-01,
4090,test,7141,Подход к анализу и управлению контентом в виртуальной среде,2019-01-01,
4090,test,7140,Проблемы маскирования управляющих сигналов агентов мобильных робототехнических групп,2019-01-01,
2266,test,7138,Маскирование управляющих сигналов агентов в мобильных робототехнических группах в сетецентрическим управлением,2019-01-01,
3431,test,7128,Approaches to modeling and assessing the reliability of communication networks with mobile nodes,2019-01-01,
3409,test,7135,Resource Allocation Mechanisms for the Portfolio of Projects with Concave Utility Functions,2019-01-01,10.1109/CBI.2019.10100
3430,test,7129,Pattern Recognition by Pattern Inversion,2019-01-01,10.1117/12.2539069
2499,test,7119,ПАРАЛЛЕЛЬНЫЙ АЛГОРИТМ MARS ДЛЯ РЕШЕНИЯ ЗАДАЧИ НАХОЖДЕНИЯ МАКСИМАЛЬНОГО РАЗРЕЗА В ГРАФЕ,2019-01-01,
4090,test,7127,Построение многополюсной сети в задаче назначения локомотивов для грузовых железнодорожных перевозок на линейном участке,2019-01-01,
3432,test,7124,Experience of developing a multifunctional tethered high-altitude unmanned platform of long-term operation,2019-01-01,10.1007/978-3-030-26118-4
4090,test,7122,Струйные преобразователи объемных и массовых расходов,2019-01-01,
3722,test,7121,On the Development of a New Generation of Electronic Medical Records as the Process Control Tool of Work with Patients in a Major Hospital,2018-01-01,10.1109/MLSD.2018.8551852
4375,test,7118,Inferences on Quantum Tomography  of  Time-Dependent Nonlinear Hamiltonian Systems,2019-01-01,
3496,test,7117,Power Distribution in the Networks of Terrorist Groups: 2001-2016,2019-01-01,
4090,test,7116,Оценка влияния в многослойных сетях с использованием правил коллективного выбора,2019-01-01,
2418,test,7112,Cluster Modeling of Lindley Process with Application to Queuing,2019-01-01,
2418,test,7111,Modeling and Reliability Analysis of a Redundant Transport System in a Markovian Environment,2019-01-01,
3722,test,7108,Анализ динамики мнений пользователей социальной сети,2019-01-01,
3722,test,7107,Об одном подходе к измерению уровня поляризации общественного мнения,2019-01-01,
3434,test,7105,Overcoming Airborne IP in Frequency Domain: Hopes and Disappointments,2019-01-01,
2429,test,7104,АВТОНОМНОСТЬ И НАБЛЮДАЕМОСТЬ НЕЛИНЕЙНЫХ ДИНАМИЧЕСКИХ СИСТЕМ,2019-01-01,
2429,test,7103,РЕФЛЕКСИВНЫЙ МЕТОД ПРИНЯТИЯ РЕШЕНИЙ ПРИ ФОРМИРОВАНИИ И РЕАЛИЗАЦИИ ПРОЕКТА СЛОЖНОЙ СИСТЕМЫ С УЧЕТОМ РЕЗЕРВИРОВАНИЯ КОМПОНЕНТ,2019-01-01,
3722,test,6764,Interface Software Channels of Large-scale systems in APCS of NPP,2019-01-01,10.1109/MLSD.2019.8911074
3722,test,7102,ФОРМАЛИЗАЦИЯ ЭКСПЕРТНЫХ ДАННЫХ ПРИ АНАЛИЗЕ СЛОЖНЫХ ОБЪЕКТОВ С ПРИМЕНЕНИЕМ БАЛЛЬНЫХ ОЦЕНОК,2019-01-01,
3722,test,7101,ОПРЕДЕЛЕНИЕ ПЕРВИЧНЫХ СВЯЗЕЙ ПО ОЦЕНКАМ НАБЛЮДАЕМЫХ ВЗАИМОДЕЙСТВИЙ,2019-01-01,
3722,test,7100,ЭКСПЕРТНЫЙ АНАЛИЗ СОЦИАЛЬНО-ЭКОНОМИЧЕСКОГО РАЗВИТИЯ РЕСУРСНО-ДОБЫВАЮЩЕГО РЕГИОНА,2019-01-01,
3722,test,7099,СЦЕНАРНЫЙ ПРОГНОЗ РАЗВИТИЯ ТОПЛИВНО-ЭНЕРГЕТИЧЕСКОГО ХОЛДИНГА,2019-01-01,
4090,test,7098,НАБЛЮДАЕМОСТЬ И АВТОНОМНОСТЬ МОДЕЛИ УПРАВЛЯЕМОЙ ДИНАМИЧЕСКОЙ СИСТЕМЫ,2019-01-01,
4090,test,7097,Анализ взаимодействия элементов системы с учетом фактора времени,2019-01-01,
2052,test,7095,Расчет потребностей специалистов в цифровой экономике на основе модели кластеризации цифровых платформ,2019-01-01,
2429,test,7092,Размещение реплик массивов данных в распределенных системах, оптимальное по стоимости функционирования системы,2019-01-01,
3436,test,7090,Development of regional export support measures,2019-01-01,
3722,test,7089,Результаты исследования эффективных стратегий введения противоопухолевой вирусной вакцины на основе математического моделирования,2019-01-01,
2462,test,7084,«Мониторинг информационной безопасности узлов гетерогенной сети на основе метода эффективного распределения сканеров»,2018-01-01,
3722,test,7083,Метод организации мониторинга информационной безопасности сложной сети,2019-01-01,10.25728/mlsd.2019.1.1038
3722,test,7082,Анализ взаимосвязей между объектами в управляющих системах с использованием объектно-связанного документооборота,2019-01-01,
3722,test,7081,Методы управления сопровождением сложных информационных систем с иерархической структурой,2019-01-01,
1564,test,7073,Стабилизация переключаемой интервальной линейной системы цифровым регулятором,2019-01-01,
4090,test,7072,К вопросу о стабилизации векторных переключаемых систем,2019-01-01,
2303,test,7071,Стабилизация неопределенных динамических объектов на основе метода прогнозирующих моделей,2019-01-01,
3722,test,7070,Безопасная обработка информационных запросов в распределенных системах управления на основе Синтаксиса криптографических сообщений (CMS),2019-01-01,
3124,test,7069,How to design dialogue scenarios and estimate main dialogue parameters for a voice-controlled man-machine interface,2019-01-01,10.1109/AICT47866.2019.8981770
3722,test,7064,Complex network cybersecurity monitoring method,2019-01-01,10.1109 / MLSD.2019.8910994
4090,test,7063,О некоторых функциях "Safety management system", применимых для идентификации опасностей и уязвимостей на энергетических объектах,2019-01-01,10.25728/vspu.2019.2617
4090,test,7062,Подход к оценке рискового потенциала значимых объектов критической информационной инфраструктуры,2019-01-01,10.25728/vspu.2019.2555
4225,test,7061,МЕТОД РАСЧЕТА ОЦЕНОК ПЕРВИЧНЫХ СВЯЗЕЙ,2019-01-01,
4225,test,7060,ПРИМЕНЕНИЕ НЕПРЕРЫВНЫХ ШКАЛ МНОГОПАРАМЕТРИЧЕСКОГО ОЦЕНИВАНИЯ,2019-01-01,
2055,test,7059,Модернизация инструментов развития территорий на базе реализации Нацпроектов,2019-01-01,
4090,test,7057,Методика классификации активов по кибербезопасности,2019-01-01,
2452,test,7056,Методология современной экономической науки: ловушки научной абстракции, неблагоприятный отбор и перспективы управления наукой,2019-01-01,
2452,test,7055,Смещенные оценки и проблема формализации институтов,2019-01-01,
2452,test,7054,Управление жизненным циклом приоткрытых инноваций,2019-01-01,
2452,test,7053,Проблемы менеджмента накоемких компаний с государственной собственностью,2019-01-01,
3722,test,7052,Организация образования специалистов как инструмент взаиморазвития макро и микроэкономики,2019-01-01,
3708,test,7051,The use of current sources in electrokinetics to create independent irrigation stations,2019-01-01,10.1088/1755-1315/341/1/012133
3708,test,7050,Technologies of adaptation of rural economy in the conditions of integration with cities,2019-01-01,10.1088/1755-1315/341/1/012033
3708,test,7049,Multifactorial electrokinetic technology and electroosmotic model of irrigation of biogeocenoses,2019-01-01,10.1088/1755-1315/341/1/012134
3708,test,7048,Technique and technology development of the agro-industrial complex,2019-01-01,10.1088/1755-1315/341/1/012224
2499,test,7045,Применение виртуальных полигонов для отработки сценариев группового управления бпла мультикоптерного типа,2019-01-01,
4090,test,7044,Проблема Айзермана для систем с переключениями,2019-01-01,
2429,test,7043,МЕТОДОЛОГИЯ И РЕАЛИЗАЦИЯ ТРЕБОВАНИЙ  К БЕЗОПАСНОСТИ АППАРАТНО-ПРОГРАММНЫХ  ПЛАТФОРМ ОБЪЕКТОВ ЦИФРОВОЙ ЭКОНОМИКИ,2019-01-01,
3440,test,7042,The Spreading of the Indirect Effects as the Condition for the Realization Public Interests of Regional Development,2019-01-01,10.1088/1755-1315/272/3/032139
2056,test,7041,Обеспечение устойчивости основных режимов работы двигателя при управлении внутрибаковыми процессами современных РН,2019-01-01,
4090,test,7039,Вопросы классификации объектов критической информационной инфраструктуры по требованиям безопасности информации,2019-01-01,
4090,test,7038,Проблемы и пути обеспечения безопасности аппаратно-программных платформ для критических информационных инфраструктур,2019-01-01,
3551,test,7036,Basics of Algorithms Intelligent System,2019-01-01,10.1109/FarEastCon.2019.8934296
2755,test,7033,Service system and monitoring of information terminals for protection of railway lines of long-distance trains,2019-01-01,10.1088/1742-6596/1333/4/042023
2755,test,7032,Features of the calculation of digital protection of managed rectifier from external and internal damage,2019-01-01,10.1088/1742-6596/1333/6/062017
2755,test,7031,Promising algorithm for diagnosing vehicle ignition coils,2019-01-01,10.1088/1742-6596/1333/6/062016
2755,test,7030,Research algorithms for the analysis of transient’s traction DC networks,2019-01-01,10.1088/1742-6596/1333/3/032051
2057,test,7029,Методика обоснования рациональной точки прицеливания на основе теории рисков при действии по наземным объектам беспилотными авиационными комплексами,2019-01-01,
3722,test,7021,Проект системы раннего реагирования для устранения последствий разливов нефти в Северном Ледовитом океане,2019-01-01,
2755,test,7026,Enhanced pushdown automaton for recognizing multi-syntax programming languages,2019-01-01,10.1088/1742-6596/1333/3/032085
3443,test,7025,The rational targeting point disposition computing for unmanned aerial vehicles attacks on ground targets substantiation method, based on the theory of risk assessment,2019-01-01,
4090,test,7022,Сетевой анализ международной морской торговли в Арктическом регионе,2019-01-01,
2059,test,7019,Графовые модели и их применение на железнодорожном транспорте,2019-01-01,
3722,test,7017,Методологические аспекты анализа работоспособности территориально распределенных комплексов,2019-01-01,
3722,test,7016,Модели и алгоритмы анализа взаимосвязанных сетевых инженерных инфраструктур зданий и сооружений,2019-01-01,
3444,test,7013,Strategic analysis of the long-term future needs of educational services,2019-01-01,10.1109/WorldS4.2019.8903983
4090,test,6999,Применение стратегической рефлексии в модели формирования команды,2019-01-01,
3722,test,6989,Symmetric Convex Mechanism of Opinion Formation Predicts Directions of Users’ Opinions Trajectories,2019-01-01,10.1109/MLSD.2019.8911064
4090,test,6998,Анализ чувствительности стратегий игроков в деловой игре «Управление коммерческой недвижимостью»,2019-01-01,
3722,test,6995,Phase Transitions in Euler Flows of Dieterici Gases,2019-01-01,10.1109/MLSD.2019.8911035
2499,test,6994,Модели стратегической рефлексии для задачи формирования команды,2019-01-01,
3722,test,6992,Dynamic capacity expansion problem in competitive markets,2019-01-01,10.1109/MLSD.2019.8911107
3124,test,6990,Influence of interlingual homonymy on how people mutually understand and visually perceive oral speech,2019-01-01,10.1109/AICT47866.2019.8981786
3722,test,6985,Operational Searching for Separated Parts of Carrier Rockets by Means of Unmanned Air Vehicle Group,2019-01-01,10.1109/MLSD.2019.8911094
3722,test,6984,Implementation of Wavelet Analysis in the Diagnosis of Integrated Systems and Communication Systems,2019-01-01,10.1109/MLSD.2019.8911053
2056,test,6981,Совершенствование алгоритмов обработки измерительной информации для повышения точности и надёжности работы систем управления расходованием топлива жидкостных ракет-носителей при нештатных ситуациях,2019-01-01,
2755,test,6979,Automatic control systems with a synthesis of the transmitting function of single-cycle DC/DC converters,2019-01-01,10.1088/1742-6596/1333/4/042020
2755,test,6976,Algorithms and features of diagnosing of electric furnaces electrodes based on electrical technologies,2019-01-01,10.1088/1742-6596/1333/6/062019
2755,test,6975,Algorithm of electrokinetic dehydration and final drying of valuable tree,2019-01-01,10.1088/1742-6596/1333/6/062018
2056,test,6973,Совершенствование энергетических характеристик жидкостных ракет-носителей средствами терминального управления расходованием топлива. От ракеты Р-7 до семейства РН "Союз-2".,2019-01-01,
4090,test,6968,Механизмы функционирования транспортной корпорации,2019-01-01,
4090,test,6967,Транспортные показатели пространственного развития,2019-01-01,
4445,test,6966,Large Scale Multi-Agent Railway Corridors,2019-01-01,10.1016/j.ifacol.2019.06.025
3409,test,6965,Tutoring mechanisms of business management,2019-01-01,10.1109/CBI.2019.10097
3722,test,6962,Assessment of Spatiotemporal Air Pollution Trend Using Geo-Oriented Social Networks,2019-01-01,10.1109/MLSD.2019.8911026
3659,test,6960,Intelligent Information Technologies in Social Safety,2019-01-01,10.1007/978-3-030-29750-3_21
2220,test,6958,Инфраструктурная политика Мегапроекта «Единая Евразия: ТЕПР - ИЕТС»,2019-01-01,
2499,test,6951,Статистический анализ структуры случайного графа по экстремальным свойствам влиятельности узлов,2019-01-01,
2725,test,6950,Управление рисками на основе качественных оценок,2019-01-01,
2365,test,6949,Метод градиентного спуска на основе многомерных воксельных образов,2019-01-01,
3722,test,6947,Multidimensional Model of Opinion Polarization in Social Networks,2019-01-01,10.1109/MLSD.2019.8910967
3722,test,6946,On Approaches to Identifying Information Spread Channels in Online Social Networks,2019-01-01,10.1109/MLSD.2019.8911065
